##CarInfo
ID:Int	Speed:Float	Price:Int	Type:EnumCarType	TestList:Array	Des:String	
888	90.0	300	2	["a", "阿萨德"]	"消防车1"	
889	50.5	100	0	[1, 2, 3, 4]	"警车1"	
890	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
891	90.0	300	2	["a", "阿萨德"]	"消防车1"	
892	50.5	100	0	[1, 2, 3, 4]	"警车1"	
893	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
894	90.0	300	2	["a", "阿萨德"]	"消防车1"	
895	50.5	100	0	[1, 2, 3, 4]	"警车1"	
896	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
897	90.0	300	2	["a", "阿萨德"]	"消防车1"	
898	50.5	100	0	[1, 2, 3, 4]	"警车1"	
899	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
900	90.0	300	2	["a", "阿萨德"]	"消防车1"	
901	50.5	100	0	[1, 2, 3, 4]	"警车1"	
902	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
903	90.0	300	2	["a", "阿萨德"]	"消防车1"	
904	50.5	100	0	[1, 2, 3, 4]	"警车1"	
905	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
906	90.0	300	2	["a", "阿萨德"]	"消防车1"	
907	50.5	100	0	[1, 2, 3, 4]	"警车1"	
908	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
909	90.0	300	2	["a", "阿萨德"]	"消防车1"	
910	50.5	100	0	[1, 2, 3, 4]	"警车1"	
911	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
912	90.0	300	2	["a", "阿萨德"]	"消防车1"	
913	50.5	100	0	[1, 2, 3, 4]	"警车1"	
914	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
915	90.0	300	2	["a", "阿萨德"]	"消防车1"	
916	50.5	100	0	[1, 2, 3, 4]	"警车1"	
917	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
918	90.0	300	2	["a", "阿萨德"]	"消防车1"	
919	50.5	100	0	[1, 2, 3, 4]	"警车1"	
920	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
921	90.0	300	2	["a", "阿萨德"]	"消防车1"	
922	50.5	100	0	[1, 2, 3, 4]	"警车1"	
923	100.0	200	1	[1, 2, 3, 4, 5]	"救护车1"	
924	90.0	300	2	["a", "阿萨德"]	"消防车1"	
